zip,population_size,kappa,nu,avgsh,sdsh,lon,lat,h_crowding,w_crowding
422,156033,5.817394241,0.49482489,0.011960638,0.006261688,-87.00262414,36.92872069,68.82142413,369.3378069
423,170425,6.358758544,0.375209286,0.011619595,0.006240698,-87.02058,37.459575,67.12059674,508.9316367
425,78466,5.21216062,0.486989987,0.011736954,0.006060346,-84.72007857,37.15310714,62.02903238,391.5058936
426,65977,4.399706329,0.745033754,0.011731041,0.006088104,-84.70275,36.78039167,49.78632725,302.3591221
427,179898,6.138292465,0.531595229,0.011236542,0.005908432,-85.76430303,37.34884545,74.18345335,647.994708
430,783260,8.331744089,0.18141119,0.010001501,0.00569904,-82.91934655,40.17102241,129.0101123,1336.469523
431,411231,7.489399308,0.270267119,0.010513102,0.006072989,-82.89880435,39.68934348,116.2899148,558.6046549
432,760027,7.839426145,0.212187378,0.010019751,0.005708262,-82.98388276,39.99327241,125.2753264,2749.828785
433,182617,5.868054575,0.386527608,0.009786918,0.005636982,-83.40166757,40.52253243,61.99960816,1216.171711
434,163675,4.886830563,0.201758577,0.008955429,0.00531337,-83.2980439,41.45840976,75.37803031,633.5355252
435,294940,5.893676239,0.173314788,0.009395345,0.005666774,-84.134948,41.465732,70.35346959,565.3688962
436,345320,6.279215644,0.144841437,0.009229099,0.00553744,-83.56989412,41.66322941,74.235355,896.2491309
437,194158,6.007883874,0.242263984,0.010096462,0.005748395,-81.70289455,39.85708,66.03433764,296.5015876
438,64671,4.827910793,0.495054914,0.009898127,0.005636054,-81.87072941,40.2583,62.5772495,208.8240331
439,180124,5.336302657,0.370788795,0.009517539,0.005406255,-80.85539818,40.22360727,61.05055154,247.1721908
440,852918,7.741256728,0.189281389,0.008851095,0.005106212,-81.41104286,41.52367321,166.9803323,650.7071879
441,1214185,9.535060233,0.1345057,0.008831875,0.005082368,-81.66675625,41.45684167,153.373037,2915.469674
442,562429,7.367761575,0.254900964,0.009158384,0.005252981,-81.58677045,41.11705682,155.8894246,638.1722563
443,272134,6.232916383,0.334358935,0.009240569,0.005287598,-81.53532353,41.07324118,103.2049251,964.7372104
444,347112,5.623878838,0.307353667,0.009258346,0.005368969,-80.75711,41.095054,84.55429723,478.0982754
448,337313,6.474348665,0.372379882,0.008839422,0.005123138,-82.76316667,41.03329649,65.94667521,321.8707625
449,92985,5.067222297,0.367396834,0.009405037,0.005385656,-82.53174286,40.75185714,86.22708541,370.2968933
450,584158,7.735787085,0.244065255,0.010734825,0.005998651,-84.48142188,39.39279688,184.8582116,793.2345959
451,338046,6.832770628,0.223340081,0.010502207,0.005866,-83.92920213,39.11667021,162.848499,424.8500608
452,795220,7.402942567,0.227149768,0.010830353,0.006019767,-84.48768,39.17206889,167.367772,1339.863574
453,493607,7.187241142,0.28014607,0.009804897,0.005520817,-84.28004416,39.99412338,88.91465453,625.3148285
454,479994,6.653871706,0.267267957,0.010256767,0.00580392,-84.17693214,39.74428929,113.51768,1023.456527
456,350404,5.96600451,0.277786969,0.010488397,0.005886776,-82.82391129,38.93932581,64.92293366,446.2159841
458,369216,6.166015312,0.471773846,0.009698753,0.005668173,-84.19857848,40.81325063,55.68757523,461.0248882
460,514905,7.069998641,0.437563023,0.010231771,0.005904385,-86.04545227,40.14921818,118.5693882,813.9986763
461,525239,6.786260955,0.361884979,0.010340787,0.00588693,-86.15716441,39.63990678,99.06521394,461.4880066
462,910148,7.539788036,0.295053758,0.010270194,0.005851467,-86.14097838,39.80647297,120.3077946,2131.27775
463,664255,7.335874454,0.256107749,0.009483506,0.005668122,-87.16340909,41.44674091,67.07263715,751.5312172
464,135257,4.854163494,0.324989848,0.009613239,0.005736358,-87.33257778,41.56915556,44.57357096,1037.154478
465,476204,5.69176355,0.601669945,0.009517923,0.005740459,-86.04486739,41.45067391,68.40426713,992.2219899
467,328020,6.407990644,0.326404236,0.009597666,0.005777834,-85.19649661,41.19546949,61.72732565,412.80868
468,305409,5.998287363,0.345735285,0.009673158,0.00578955,-85.14309375,41.0798875,118.7891674,993.0026572
469,311593,5.075002742,0.413444567,0.01000839,0.005965226,-86.06917719,40.72858421,64.4642541,894.1626904
470,118347,5.202691581,0.311240354,0.010575763,0.005843747,-85.06124815,39.1707,53.91073452,279.7554068
471,290482,6.184586204,0.417241334,0.010981937,0.005872218,-86.00299318,38.39225227,72.40461906,352.341715
472,207251,6.595852444,0.351686247,0.010744282,0.005948833,-85.74567097,39.04415161,69.41633037,822.6480943
473,323571,5.116216375,0.557263902,0.010180463,0.005820451,-85.21679643,40.06957321,68.75701422,492.7984742
474,263378,4.706945514,0.434678983,0.011012655,0.006161797,-86.67731951,39.02819512,84.71036061,2412.592866
475,164098,6.380461772,0.349899398,0.011375045,0.006269268,-86.99296346,38.41483269,45.4616419,339.4503625
476,126713,6.912592227,0.378623668,0.0115928,0.006327182,-87.46969231,38.16133462,65.2568472,851.3547699
477,182901,6.096741968,0.392920843,0.011616452,0.006342954,-87.56425556,37.9994,97.30884124,835.890407
478,186479,5.125450514,0.302098253,0.010999103,0.006307374,-87.30543636,39.45444318,69.130864,429.8585637
479,304083,5.516028111,0.390049313,0.010405093,0.006116532,-87.06625469,40.43053125,88.03336115,1910.272706
480,1132536,9.162319971,0.193689801,0.008631886,0.005224296,-82.91121014,42.68412899,128.3539587,1572.616287
481,1551892,8.894470504,0.18933597,0.009046044,0.005486808,-83.50229714,42.21375571,135.4511863,5442.569527
482,925269,8.659406088,0.185516245,0.008625977,0.005173507,-83.09971795,42.37294615,67.93440417,3108.745317
483,969154,8.586559444,0.189748154,0.008733071,0.005267502,-83.32638846,42.62958654,171.6550082,1358.934822
484,459679,7.384704959,0.31985721,0.008890454,0.005481945,-83.28972241,43.24372759,128.8173987,283.439535
485,190175,6.278053121,0.453483258,0.008994709,0.005554711,-83.69733846,43.00736923,125.7656873,779.3830114
486,405455,6.925298307,0.307417695,0.008753059,0.005540191,-84.29711765,43.85854314,75.50645982,803.7631496
487,211123,5.689511634,0.34061061,0.008519068,0.005362143,-83.561236,43.942284,64.06679736,315.3696718
488,626901,7.243282025,0.305721511,0.009031434,0.005579083,-84.69704605,43.02460132,112.8983067,1526.03553
489,162150,5.689448915,0.230383071,0.009062133,0.005578793,-84.5657875,42.72735,114.2831266,10046.44884
490,744979,7.912272338,0.380730076,0.00923237,0.005619554,-85.57592051,42.20586538,89.11564513,766.8222454
491,109017,5.213903221,0.448941786,0.009266258,0.005544555,-86.43445,41.887825,68.26065556,263.7953077
492,351048,6.901929359,0.236382748,0.009229961,0.005663602,-84.32584211,42.04325263,98.79422677,589.3349392
493,323877,6.856230628,0.322383587,0.008755992,0.005368797,-85.5376881,43.2558,97.50846991,914.1468952
494,559083,6.891560026,0.339355352,0.008476685,0.005121339,-86.13825957,43.27377021,95.13967714,804.1963482
495,403004,7.361132594,0.250831202,0.008845872,0.005396283,-85.65445714,42.94222857,125.4813256,1906.542956
496,267504,6.078397548,0.442265463,0.008047716,0.005094776,-85.63578788,44.52795303,60.18696962,532.5393193
498,181944,5.30556503,0.420301464,0.007063432,0.004633883,-87.19228182,46.08020758,32.30963496,323.6949927
500,224717,6.373544645,0.426477105,0.009886674,0.006312965,-93.76209508,41.65464262,67.2265115,787.4957263
501,176519,5.573372715,0.374039136,0.009917954,0.006288021,-93.44862462,41.60225846,55.15091449,420.1507356
502,214162,5.397838574,0.521791226,0.009960553,0.006320339,-93.57301613,41.66160968,70.23602574,687.3675245
503,284867,5.005797055,0.556240794,0.009956236,0.006319369,-93.6488,41.59683529,103.4047516,975.8866842
505,123960,4.23770028,0.803444658,0.00945233,0.006191007,-94.44562222,42.75481667,29.91818603,201.6307915
510,87882,4.859553959,0.932277646,0.009550488,0.006137724,-95.90142642,42.59918868,29.2129225,225.2943876
511,85884,4.951329459,0.47423937,0.009763727,0.006247687,-96.3915625,42.5108625,54.64248959,268.4596836
512,44522,4.418146306,0.868150467,0.009249581,0.006039083,-96.04104,43.267055,31.43204828,149.3160407
513,46966,4.331603713,0.679488649,0.009224666,0.006062665,-95.09900087,43.28979394,NA,NA
514,46775,4.923571894,0.791949252,0.009858033,0.006304157,-95.08414426,42.09792342,NA,NA
515,148777,5.040126932,0.493394083,0.010187417,0.006338056,-95.56274444,41.46417593,48.07648828,224.4136576
520,141601,5.616551344,0.697704963,0.009490079,0.006052005,-90.9789525,42.492595,74.78128321,366.2632168
522,167983,6.125217187,0.584412366,0.010057345,0.006360335,-91.76144348,41.89536957,113.8661825,2586.595079
523,155051,5.032043141,0.759198108,0.009995689,0.006354506,-91.73155577,41.901875,82.88249905,366.7680344
524,134152,5.224396428,0.687377249,0.009944249,0.006317956,-91.67656667,41.9875,128.6814605,1655.157564
530,635834,7.699550652,0.256007063,0.008739271,0.005532861,-88.22189595,43.45658108,86.88374679,677.4303581
531,682423,8.131417362,0.209055152,0.008824494,0.005474416,-88.23626923,42.76239808,103.563833,537.0669469
532,817312,9.258586113,0.116936777,0.008602757,0.00534498,-87.96548333,43.05064667,92.44835145,1564.583653
535,541765,6.768364675,0.307889165,0.009207953,0.005883458,-89.60622625,42.94905875,82.52593593,664.8690319
540,147007,5.043682393,0.743001428,0.008462697,0.005782496,-92.485544,45.067056,43.80396813,191.1856839
541,250222,5.513219605,0.561767646,0.008212295,0.005431516,-88.24220377,44.88010377,65.55284598,503.6751259
542,128819,4.849220839,0.486095756,0.007930264,0.005133759,-87.55271923,44.58280385,49.92572965,250.1919076
543,179116,4.942940019,0.448353302,0.008297761,0.005437686,-88.02204286,44.50811429,104.4418802,840.1253937
548,179876,5.447842127,0.473961631,0.007864474,0.005440126,-91.64434355,46.03441452,22.57074127,209.4133475
550,664317,6.178621584,0.37738817,0.008509041,0.005803129,-93.02178261,45.03451304,94.05021505,381.6020349
551,753314,5.758657437,0.248112206,0.008480308,0.005767862,-93.10112188,44.94759375,127.8713667,1451.067444
553,952024,7.363749284,0.25717016,0.008466983,0.005742576,-93.88700349,44.97516512,116.4797685,948.4445715
554,1022298,7.421867839,0.246740538,0.008467753,0.005748048,-93.30675882,44.98327451,108.2357164,2366.354571
557,169140,4.647033308,0.715267833,0.007479053,0.005286161,-92.77402609,47.16640725,36.10969993,292.725002
558,116688,4.64827802,0.611934451,0.007333598,0.005138303,-92.13201818,46.81321818,64.08668127,1202.985027
561,91602,5.250172359,0.180560883,0.008837239,0.00586266,-95.66882388,43.90063881,20.58573467,419.1215259
563,308196,5.527730208,0.533371491,0.008396426,0.005763793,-94.65968857,45.77315714,64.46003645,670.7831248
570,173342,5.809962838,0.775481866,0.00897733,0.005883727,-97.0202,43.47806029,49.22732252,335.914031
572,72216,5.231560429,0.376774573,0.008560341,0.005802058,-97.11878214,45.03393929,24.2433499,238.3380608
574,59438,4.513753662,0.831237641,0.008578829,0.005780559,-98.75985102,45.35028367,26.8113185,275.6463705
587,86925,5.031302868,0.223431185,0.007531613,0.005200194,-101.5675734,48.34876719,37.46394344,243.6140107
600,1642603,8.934765587,0.256714401,0.009009906,0.00544183,-88.00865,42.23223281,154.1516534,1438.423192
601,1424003,8.894504663,0.252475139,0.009378839,0.005649829,-88.23689296,41.97450282,156.001024,1516.59101
604,1444968,8.238950074,0.198632924,0.009489716,0.005692247,-87.92315897,41.51640769,150.27219,1059.470168
605,1016821,8.574411347,0.155351204,0.009511123,0.0057264,-88.30902321,41.72748929,173.7780671,1211.15769
606,2680484,10.30323036,0.12436413,0.009092112,0.005413307,-87.67346786,41.86783036,109.8389371,5156.049038
607,108575,5.484772259,0.360334742,0.009123171,0.005467977,-87.791925,41.979925,92.59656837,909.7233219
608,154656,5.373179661,0.374120226,0.009074122,0.005373712,-87.707975,41.72075,73.56146219,568.0768412
609,168998,5.163696221,0.790600426,0.01001844,0.005988549,-87.95311132,40.82431321,67.58587403,495.1776758
610,313399,6.079198912,0.356310702,0.009447303,0.005887849,-89.52085303,42.20576667,59.4748065,418.1661287
612,214424,6.582236743,0.238058274,0.009995252,0.006252694,-90.33506429,41.49652619,64.48716954,483.9555676
613,152022,4.931139465,0.496371219,0.009821635,0.005930193,-89.21181311,41.34285574,61.05454434,236.5231859
615,207112,4.89638685,0.619238729,0.010271773,0.006142416,-89.69941087,40.69386304,77.47590027,602.4714786
617,234885,4.950197804,0.476731429,0.01047551,0.006236463,-88.92101321,40.50138302,98.29467619,2652.384848
620,307518,5.069983872,0.514199649,0.011551568,0.006481343,-89.99959342,39.066225,45.85626804,449.9725228
622,466933,5.912853605,0.441004852,0.011865163,0.006611278,-89.79730137,38.43323562,51.51879089,355.8536254
624,150643,4.89307624,0.486637231,0.01122607,0.00630614,-88.21700508,39.04403729,32.30912734,261.9431845
625,185430,4.664933171,0.593513008,0.010689439,0.006200208,-89.22586275,39.69945098,72.89104176,675.7840802
626,164019,4.16262469,0.634120871,0.010702201,0.006210226,-89.98624561,39.83210877,56.88214577,331.3954056
628,212201,5.143081117,0.558579831,0.011468646,0.00638687,-88.6811907,38.31640698,26.02400116,460.6460727
631,927396,6.105421547,0.680596958,0.011582144,0.006429373,-90.3003,38.6384,81.91944356,1472.218994
640,607108,7.574971184,0.416459685,0.011081197,0.006319463,-94.19704194,39.07822419,74.84262524,458.3481443
641,548195,6.636700208,0.324513823,0.010983404,0.006182374,-94.55229231,39.10348654,71.44873764,783.7588276
646,72241,4.872778252,0.84926196,0.010841604,0.006461916,-93.55510447,39.83195056,NA,NA
647,116565,4.690173594,0.716787613,0.011430117,0.006334386,-94.19972391,38.09955,30.11570338,197.591673
652,264168,5.303473182,0.48021981,0.011160178,0.006318861,-92.39433111,39.22056444,77.13221558,1378.28184
653,103329,6.385556226,0.466831613,0.011270538,0.006340054,-93.23539677,38.75783548,35.42484231,275.0785444
660,483180,6.340155155,0.557087177,0.011404922,0.006532141,-95.11621304,38.91641159,80.61379996,886.3313387
662,370212,5.621372565,0.41598149,0.011213613,0.006385838,-94.71160417,38.96067083,98.72223651,959.7888321
667,118458,4.303070928,0.778780633,0.012109061,0.006411348,-95.08093137,37.59376863,20.71753196,182.8325975
680,197293,7.37272445,0.210369793,0.010135497,0.00625816,-96.43263704,41.47589074,47.29988578,772.5160064
681,585187,6.954207655,0.349722579,0.010170505,0.00628077,-96.03459722,41.24368889,73.10312136,1042.854592
683,81902,5.670571387,0.386521401,0.010191488,0.006141914,-96.82034058,40.4612,30.30582897,237.0214917
684,71272,5.090342577,0.628048502,0.010224086,0.006225738,-96.60151455,40.54665818,25.6655639,165.1727594
685,266032,6.135767084,0.244866131,0.01026941,0.00625546,-96.6784,40.82188636,86.15364386,1325.326787
686,73807,4.612453472,0.449604615,0.009953555,0.006234651,-97.52873571,41.49262143,21.04926698,422.4088178
687,129342,5.005456176,0.562946942,0.009666389,0.006081534,-97.73612877,42.40661781,24.39322764,257.3666244
688,163815,5.62517031,0.526019761,0.009993161,0.006081133,-98.92707969,41.16299375,30.24433722,428.3783044
689,73550,4.878169541,0.487770712,0.010104648,0.006099239,-98.8270625,40.34392679,18.12841779,138.7951677
700,567009,8.567179952,0.237635671,0.015927167,0.005583374,-90.18295778,29.86712667,88.50409325,755.7496854
701,382333,7.199505827,0.279051312,0.015852949,0.005503005,-90.05627619,29.97223333,57.05777317,1132.426159
703,278180,7.028664666,0.699841594,0.016103536,0.005472761,-90.75519394,29.64893333,86.32130396,567.6879149
704,425107,8.274358384,0.154078666,0.016058291,0.005699973,-90.24482895,30.57807895,141.7652266,766.0998687
705,624275,8.310856712,0.603689784,0.016346284,0.005803383,-92.17876949,30.23972034,76.77466778,515.7704898
706,262716,6.668397049,0.310003678,0.016650028,0.005931403,-93.16310811,30.40787297,83.47311506,791.3961623
707,397413,7.574754328,0.345450844,0.016175568,0.005700627,-91.1989193,30.53156316,139.6953938,460.435364
708,378909,6.877720592,0.311687703,0.016180662,0.005708761,-91.10953158,30.44618947,177.8836804,1522.963316
710,182175,6.760720113,0.40070772,0.015174381,0.006323418,-93.48382,32.508418,65.87254608,188.1049784
711,300702,7.32620879,0.218698338,0.015052044,0.006274272,-93.75356667,32.45905333,96.45090759,759.6788257
712,336106,8.054410747,0.304747299,0.015544936,0.006515467,-92.02110851,32.56725532,70.43538533,457.445551
713,203101,7.213562332,0.181624074,0.016168445,0.006130096,-91.9565375,31.308125,68.47905969,542.9674277
714,194804,6.602826707,0.219211345,0.015970076,0.006203185,-92.83806296,31.55810926,53.7613096,339.0830611
717,108918,5.424388115,0.971291514,0.01477954,0.006496709,-92.78854444,33.49522963,28.43016016,209.370227
718,127884,5.676154123,0.386371111,0.014487418,0.006355872,-93.86571515,33.67156364,22.85421623,309.5911749
723,175089,6.29971939,0.554937424,0.013181636,0.006463732,-90.56018333,35.07031296,41.24273118,217.7520886
725,106530,5.598980036,0.727530754,0.012744899,0.006467852,-91.79719636,36.01297273,43.5002175,230.0779235
730,672136,8.049845178,0.37875594,0.012891631,0.006378297,-97.74485432,35.32952963,99.24045189,678.232682
731,640470,7.816994976,0.44348454,0.012766562,0.006225013,-97.52043023,35.47250233,108.055742,1414.565642
734,92308,5.176645204,0.670509668,0.014197373,0.006390035,-97.15791,34.22288667,39.31196243,294.6471311
735,213981,5.756982328,0.610913086,0.01339628,0.006203581,-98.76337872,34.52173617,41.42829136,418.1224616
736,59104,4.965790372,0.925414095,0.012637428,0.006036078,-99.26390938,35.51725625,27.34681591,133.9532316
737,108207,4.779132331,0.62365838,0.012815013,0.006400383,-98.1248,36.38986875,43.04922744,206.4816977
740,590019,7.657303683,0.452183528,0.013108561,0.006593004,-96.19487424,36.25439091,79.33515782,665.7544525
741,413574,7.001053486,0.396600721,0.013183372,0.006619474,-95.93579286,36.13533214,92.89639581,1702.743759
743,130157,5.446738392,0.743819491,0.012610937,0.006392018,-94.97941667,36.52633667,29.52247812,145.5409187
744,225119,5.499541832,0.552878641,0.01335653,0.006585605,-95.46083721,35.63955349,34.57594761,356.445965
745,87042,4.141210581,1,0.013659,0.006340388,-95.69881282,34.64222821,27.82063926,154.9434014
746,56528,5.197710542,0.684513121,0.012575656,0.006405786,-97.15195556,36.69512778,39.28403428,243.4473546
748,198790,5.869082665,0.525849469,0.013099468,0.006332845,-96.67855,35.18664348,45.60024314,295.4084146
750,2079278,10.7912291,0.295722361,0.014257374,0.005929379,-96.78290847,33.05983559,164.9906872,1585.932664
751,744570,8.248641611,0.410688576,0.014394683,0.005948901,-96.43015,32.54874038,141.2472961,632.7349147
752,1263321,9.741364111,0.15916776,0.014143084,0.00585542,-96.79953061,32.81017959,199.6601956,3398.211458
754,336587,6.148618073,0.560766507,0.014425331,0.006096357,-95.80882083,33.37073194,85.11459728,669.6214477
755,126209,5.602923123,0.415538108,0.014575952,0.006316581,-94.38547826,33.26562609,75.8807566,629.0376185
756,334715,6.474258066,0.474674153,0.014976632,0.00615906,-94.62144474,32.4826,83.10195009,435.9080811
757,347709,6.114045236,0.329458296,0.014820901,0.006032443,-95.33689211,32.24483421,95.09890433,708.6274505
758,127245,5.983338909,0.917438643,0.015404416,0.00600186,-95.72961154,31.48097308,132.4009923,237.9277742
759,258651,5.793794354,0.33245512,0.015737807,0.006124277,-94.35977727,31.29154091,80.80541463,432.9018133
760,1148108,10.30302943,0.340057574,0.01401885,0.005813589,-97.35652881,32.64548644,167.6224808,1944.497034
761,908281,9.175561198,0.334800389,0.013938497,0.005802527,-97.32881111,32.76339444,129.0983888,2020.423829
762,441174,8.163133161,0.408834564,0.014240497,0.006038107,-97.29106923,33.42267436,151.4023777,860.0827646
763,174646,6.025548098,0.530519732,0.013526772,0.006051805,-98.76528571,33.78438571,81.87997332,402.1986922
764,143431,5.961073656,0.652334749,0.013982563,0.005786743,-98.51216596,32.5446234,62.19114507,284.3796497
765,475285,6.994460779,0.293384651,0.014739342,0.005900273,-97.54475208,31.0907625,117.7069562,1206.007853
766,160604,5.755485843,0.533779772,0.014859601,0.006018458,-97.0237125,31.75257857,85.65264668,371.062317
767,172272,5.437517012,0.627743233,0.015024691,0.006072713,-97.15503,31.55381,117.2643913,782.0566758
769,129944,5.200450835,0.711141334,0.013399147,0.005382963,-100.5985167,31.38929583,53.91327111,448.077418
770,2906700,12.34130684,0.092826008,0.016672976,0.005766316,-95.41497396,29.77573854,190.7372982,3066.842033
773,1074394,9.330435109,0.209005915,0.016626722,0.005844778,-95.30870364,30.34632545,228.6499885,2042.040587
774,1015971,10.47411058,0.136535035,0.016919981,0.005842959,-95.96886429,29.45318571,236.3061475,1277.220501
775,1138261,9.077943206,0.222354462,0.016920363,0.005841325,-95.04053393,29.61431964,193.6383586,1092.938797
776,271613,5.863983555,0.433611889,0.01617504,0.005579948,-94.16736667,30.10418,93.98474854,413.569445
777,142692,4.324419399,0.475316852,0.016059467,0.005542972,-94.157875,30.0700125,102.1894596,663.2600303
778,298906,7.142121983,0.358980321,0.016198903,0.006013768,-96.30993333,30.67817,147.1792255,4436.113379
779,164221,4.825910884,0.559488452,0.017942701,0.005880099,-96.90144848,28.86192727,88.37955082,417.8783966
780,537424,7.392958312,0.305489993,0.017625463,0.006112788,-98.89111273,28.95788909,129.1878176,788.0962831
781,382990,6.95941426,0.346882889,0.016118941,0.005908696,-97.99082195,29.15619512,148.7553141,541.897835
782,1595797,9.610080998,0.195861198,0.016304978,0.00597612,-98.51510164,29.4698459,210.9109053,2306.633482
783,231944,7.68087808,0.441366825,0.01843344,0.005896216,-97.84752093,27.73783953,78.77435094,432.4920391
784,306433,7.759933878,0.517085306,0.017884997,0.005451674,-97.42135,27.7464,136.9109184,907.1089259
785,1264561,10.78652647,0.116219928,0.01991782,0.005367268,-98.06726897,26.29668276,105.2098631,1062.7458
786,853972,7.408500615,0.272600562,0.015484929,0.005937616,-97.95420161,30.25614194,164.0382735,1248.54045
787,940359,7.736167756,0.147376867,0.015593201,0.006028752,-97.767825,30.30513864,239.197284,2445.439443
789,68929,5.122562031,0.373436583,0.016480864,0.005972849,-96.814524,29.910224,42.92996659,224.6654734
790,225016,6.313068348,0.564726334,0.01036876,0.005076611,-101.577613,35.36051449,36.45964057,290.8035127
791,220580,6.033241789,0.35115866,0.010384178,0.005065255,-101.8415867,35.22661333,76.86095812,1326.527208
797,386126,7.244812207,0.43227564,0.011866705,0.005210113,-102.5249979,31.69635745,76.41689418,491.5755506
799,749635,6.489330853,0.200328322,0.008616757,0.004365522,-106.197428,31.75368,101.9455117,1694.012158
800,777516,8.423007927,0.203323567,0.006826807,0.00366093,-104.9569074,39.80386667,135.6364934,1365.927281
801,641852,7.991818462,0.229678584,0.006742805,0.003600994,-104.7800486,39.49237429,129.3170077,1330.15305
802,990452,8.392302825,0.18934192,0.006747596,0.003622969,-104.9777884,39.74538605,141.0142618,1799.448608
804,211649,6.067651648,0.310894241,0.005533867,0.003070483,-105.93455,39.83856552,84.56501063,2296.830815
805,489677,6.692123912,0.363472796,0.006754491,0.003634827,-105.1617394,40.40573333,116.8125146,644.4082936
806,254293,6.241471455,0.351614528,0.00715869,0.003886265,-104.5975808,40.33413846,80.85117247,674.7965822
808,115543,5.883221823,0.391265722,0.007080582,0.003853677,-103.8186237,39.07687368,72.73755916,232.3500168
809,525713,7.149393002,0.250126272,0.006811553,0.003692054,-104.736229,38.84505806,98.92020264,754.7888094
810,230367,5.751035225,0.394048776,0.0076762,0.004046422,-103.7297192,37.89907308,54.13328099,463.7181781
811,71186,4.346620307,0.484129109,0.005176958,0.00272319,-106.1850759,37.44941724,29.59177471,200.448771
826,91238,4.341243786,0.562799987,0.006789445,0.003646906,-106.6575611,43.11223333,44.19170195,394.8235536
836,433929,6.659972777,0.374176148,0.007391777,0.003463815,-116.2795981,43.89376731,53.91544608,308.9376504
837,255947,6.633245863,0.357323878,0.007056336,0.003058783,-116.20564,43.62065,91.95972962,1241.258361
838,248514,6.393458264,0.544672477,0.007428213,0.003464666,-116.525385,47.65237833,38.9051743,453.0697205
840,1239170,9.568179218,0.334504313,0.006455238,0.002769452,-111.4162675,40.64279157,97.10138279,601.3410429
841,594043,8.245773262,0.379465499,0.006539765,0.00274894,-111.8797833,40.7242375,103.2727227,2179.994694
850,1320630,9.047670446,0.108137599,0.008710262,0.004045138,-112.0843814,33.53721395,122.1675554,2271.638303
852,1424211,8.447356256,0.118898733,0.008807352,0.004113426,-111.8032864,33.44714773,148.57829,1919.74738
853,1263226,8.599903272,0.128986104,0.008960235,0.004079086,-112.9086716,33.46843433,92.7099499,666.440392
856,296531,6.280892842,0.198152638,0.008075591,0.004152463,-110.4533523,31.86241136,71.84824223,421.7959083
857,880383,8.278308123,0.111910489,0.008691105,0.004524561,-110.9592914,32.23578,122.1839753,2370.28777
859,77912,5.87484431,0.451494457,0.006998016,0.003444224,-109.868272,34.223284,34.69711204,264.0137118
864,193625,5.124272377,0.463553457,0.007251367,0.003316746,-114.1072783,35.27623913,31.005478,321.0345327
880,272577,6.655622811,0.142037645,0.008534877,0.004460247,-107.5675261,32.41345652,50.56204093,464.2957819
882,184020,4.811925274,0.540640999,0.010221082,0.004848949,-103.9506591,32.77019091,35.75162706,224.6879507
890,582295,7.238823456,0.179943052,0.006475392,0.002918184,-115.41432,36.58084667,132.1897634,833.4381998
891,1418650,8.666166835,0.157368694,0.006515562,0.002982548,-115.2203182,36.14148864,176.3712341,6556.71319
894,290076,5.328679742,0.315340676,0.007405814,0.002629269,-119.0655273,39.69993864,66.60213555,477.3178327
895,276896,5.590378468,0.300668847,0.007293134,0.002582246,-119.8097583,39.58001667,112.1448384,1438.53027
900,2404395,10.97094973,0.057557706,0.011387679,0.003433423,-118.3053647,34.04243088,183.8225714,7133.620749
902,1240199,10.15966458,0.057527248,0.01135345,0.003169541,-118.3542457,33.94708286,186.2795541,2607.398063
903,135222,4.95150434,0.2114373,0.011271946,0.003100638,-118.34684,33.95368,169.4812791,410.3692151
904,92043,4.870588765,0.166312146,0.011030129,0.00324921,-118.48662,34.0234,94.57844949,714.5646453
905,174353,7.88123051,0.095585675,0.011425757,0.003131247,-118.3281,33.84453333,212.3906038,1338.862578
906,726229,9.001215134,0.104957695,0.011672459,0.003335032,-118.0313882,33.92138235,235.7505503,803.1184656
907,617239,8.717765737,0.102638026,0.011585789,0.003228192,-118.18215,33.79448636,224.6007211,950.4284285
908,471952,8.067793564,0.121262085,0.011750346,0.003280981,-118.1647462,33.79386923,215.947331,2025.85667
910,283340,7.4397742,0.128146926,0.010949866,0.003687186,-118.1228,34.18573846,187.7303964,723.1518756
911,166475,6.90367697,0.094161486,0.011189064,0.003668919,-118.1317571,34.14851429,165.2218784,1189.594795
912,203173,6.719111583,0.106147973,0.01132937,0.003743999,-118.25486,34.1674,209.4852436,737.4431192
913,1363863,10.67108982,0.079695226,0.011200693,0.003866427,-118.5833605,34.26857632,324.5326499,1081.536706
914,305280,7.037275435,0.089232353,0.011625299,0.004097448,-118.4577,34.1778,292.3435154,834.2335572
915,106841,5.60309019,0.172608456,0.011339479,0.00395093,-118.31992,34.1853,192.6956777,17975.12845
916,212915,6.274143099,0.114781162,0.011422929,0.003985402,-118.3817857,34.16525714,250.2231028,7349.679796
917,1924074,10.87847206,0.080462948,0.011901197,0.00380564,-117.8289413,34.07893913,280.4096042,740.2950585
918,83057,6.998616741,0.195735967,0.011373322,0.003555578,-118.13675,34.0827,175.5694124,535.9380732
919,544448,7.660010825,0.21731421,0.011454276,0.003078077,-116.785624,32.698852,222.4631796,708.6870686
920,1253142,8.543130226,0.181626726,0.011525059,0.00311826,-117.0727442,33.12157907,244.0693834,1414.497201
921,1294368,7.733770734,0.183138858,0.011344489,0.003050017,-117.1372308,32.78016667,233.9756966,2761.720109
922,770063,8.625046969,0.115171032,0.011755985,0.004480667,-115.9044729,33.60634583,127.5810219,562.6315295
923,1126185,8.813154594,0.115726333,0.011452181,0.004240553,-116.9869683,34.49854,196.110241,1084.214601
