zip,population_size,kappa,nu,avgsh,sdsh,lon,lat,h_crowding,w_crowding
924,236660,7.562181529,0.211507339,0.012016028,0.00431333,-117.2977,34.13685714,183.4168794,2241.90977
925,1364275,9.881919514,0.135345362,0.012305313,0.004151927,-117.1634821,33.75446923,294.5214827,948.2546345
926,1275973,9.094248079,0.119283492,0.012064631,0.003537,-117.7799452,33.62794762,299.1824233,1562.942909
927,484908,8.246382958,0.084715332,0.011922658,0.003455908,-117.8631,33.738,242.698717,1748.65761
928,1228127,9.540822697,0.099379476,0.012080611,0.003674212,-117.8210091,33.84102424,300.2921639,1746.566633
930,687979,8.961698429,0.152236587,0.010790268,0.002923621,-119.1401458,34.24271667,209.4790911,933.1422884
931,186133,6.491872351,0.280956689,0.010249519,0.002020254,-119.7724,34.4530875,146.6443742,690.186955
932,778666,10.13594385,0.189703599,0.011275571,0.003425782,-119.1887871,35.83458065,99.29753159,601.4127195
933,520197,8.13327243,0.198276034,0.01007342,0.002944074,-119.0174545,35.35763636,119.0733956,1051.075952
934,491544,7.306333664,0.231710365,0.009702536,0.001799747,-120.5664343,35.20714571,100.3581681,502.6727276
935,529275,6.345272105,0.154228333,0.008746985,0.003129739,-118.1137214,35.62602143,181.7196053,542.0804132
936,586109,8.226271643,0.181084358,0.01145955,0.003444108,-119.6884793,36.8466569,95.2570204,720.3786385
937,566216,7.919632934,0.171798008,0.011433901,0.003391957,-119.7974529,36.77472353,113.6251673,1147.019689
939,385086,7.741977718,0.151409521,0.009790193,0.001973049,-121.5691375,36.47500833,199.7191648,819.0526425
940,814542,9.751857421,0.100492149,0.010818113,0.002916865,-122.2632545,37.46713333,204.1704647,2723.985894
941,805301,8.620059663,0.084814396,0.009692034,0.002343213,-122.4285714,37.76423214,209.1876391,3709.133119
943,106420,5.72482069,0.218904845,0.010737728,0.002808268,-122.14986,37.4221,149.5487721,7015.627178
944,131801,5.857536552,0.104881557,0.010320292,0.002591391,-122.308725,37.54875,208.7044986,1234.664382
945,2274102,11.73503296,0.110435133,0.010787352,0.003069584,-122.0558476,37.9425439,232.4909803,969.8854121
946,409478,7.710471794,0.094725163,0.010244864,0.002637017,-122.2228,37.79682,153.7790736,1532.382665
947,138207,6.413231346,0.169774847,0.010238018,0.002659566,-122.27227,37.87691,171.8128871,2945.661568
948,166367,6.823799335,0.143754088,0.010262886,0.00269801,-122.3307833,37.94245,158.32286,505.5674458
949,379560,8.211621857,0.086177441,0.010096306,0.002420469,-122.6829389,38.08075556,206.6051726,577.8492346
950,818436,9.009996812,0.131565528,0.010302512,0.00253056,-121.8589026,37.08764615,172.3314543,1410.719621
951,974040,9.317765038,0.111723133,0.010989256,0.003038758,-121.8504414,37.31157586,215.9080227,2266.582636
952,500427,7.655865592,0.172941312,0.011863254,0.003788168,-120.937678,38.1205561,133.2097825,769.6734445
953,1023396,9.373528034,0.175278265,0.011608904,0.003516419,-120.6717829,37.64038714,139.2012809,665.8660153
954,507823,6.059163374,0.178532214,0.010378084,0.002605739,-123.0733818,38.89501818,140.0969515,374.3556358
955,166360,5.425354702,0.405923977,0.00889515,0.001916645,-123.8873087,40.68183913,69.38332386,326.4093725
956,1169245,8.692468418,0.134000783,0.011873744,0.00395508,-121.2775821,38.642675,156.4518698,1090.467297
957,307626,7.439942107,0.160662178,0.011567024,0.003829324,-120.8704609,38.89972174,173.0873092,899.0649076
958,802578,8.562259824,0.094568383,0.011989217,0.004051962,-121.4368966,38.5757,135.8000099,1687.762116
959,516655,6.739838077,0.282419728,0.010947509,0.003556885,-121.5011455,39.48725606,89.43999102,400.1515916
960,299938,4.985644165,0.345222833,0.009856656,0.00335267,-122.2771662,40.9037027,65.22815049,322.4380569
961,117236,4.664897533,0.350382993,0.008217241,0.002889371,-120.2801114,40.03259773,78.91347269,244.9931864
970,771280,8.952397473,0.213242125,0.009785475,0.003817972,-122.22098,45.433145,125.1828623,786.7508174
971,319301,6.539196824,0.306352284,0.009638922,0.003578437,-123.4838805,45.53535366,94.17794753,847.2953359
972,841711,8.241018412,0.198929755,0.009770976,0.003808483,-122.6592294,45.51900294,87.22382977,1393.994545
973,597566,7.95613648,0.216185658,0.009557546,0.003395608,-123.1998968,44.7439371,95.75831215,629.1516837
974,555743,7.21025847,0.330481472,0.008856041,0.002690374,-123.4124675,43.56807662,75.29916113,682.573905
975,284396,5.663848162,0.560359727,0.00879037,0.002909103,-123.0810042,42.3845375,74.29238659,344.0210617
977,212173,6.022882015,0.42907092,0.008430764,0.003504142,-120.51803,43.82631667,66.94355282,350.4218066
980,1348522,9.599611274,0.187014626,0.008537552,0.002878415,-122.1204204,47.55797407,189.5412225,4892.461602
981,860817,8.655230422,0.118879838,0.008385803,0.002694626,-122.3352308,47.59481282,97.04616355,3940.528726
982,877485,7.255948303,0.180248168,0.008317453,0.00274691,-122.2878015,48.374,157.4970275,3737.070507
983,713608,7.749062236,0.278953172,0.008649644,0.002992226,-122.6831279,47.44649118,166.8436469,545.9984339
984,400115,6.496984501,0.279156259,0.00882885,0.003072455,-122.4715,47.2032,166.3113497,999.0798787
985,475554,6.593078815,0.244262479,0.009081217,0.003274049,-123.2433667,46.93663016,107.5105099,699.1790639
986,573330,8.08212179,0.141264974,0.009738665,0.003756731,-122.4737945,45.9461,96.68137,606.1127209
988,219761,5.304356349,0.434748517,0.007497341,0.003227952,-119.9000778,47.88016889,51.19552256,333.7586998
990,142008,4.787841888,0.493101557,0.00762111,0.003417955,-117.4453903,47.62169355,76.81728733,559.4540705
991,115238,6.203560329,0.515820195,0.007268626,0.003147384,-118.0050831,47.81911692,38.23790527,775.5795481
992,342856,6.349669812,0.355056579,0.007652616,0.003436172,-117.3756143,47.67742857,74.66900208,610.0689807
993,348984,5.087244894,0.415005879,0.008843331,0.003982231,-118.9636029,46.35642,77.66626656,564.4082705
